,category,headline,authors,link,short_description,date
1992,CRIME,"Hatchet-Wielding Attacker Shot Dead By 7-Eleven Customer, Deputies Say",Nina Golgowski,https://www.huffingtonpost.com/entry/7-eleven-customer-shoots-attacker_us_56e6e63ae4b065e2e3d68d3e,"""He probably saved lives in this case,"" an official said.",2016-03-14
1993,POLITICS,Trump Reportedly Uses Campaign And RNC Funds To Pay Legal Bills In Russia Probe,"Karen Freifeld and Ginger Gibson, Reuters",https://www.huffingtonpost.com/entry/trump-campaign-funds-legel_us_59c18ef2e4b0f22c4a8d6631,Trump would be the first U.S. president in the modern campaign finance era to use such funds to cover the costs of responding to a criminal probe.,2017-09-19
1994,POLITICS,There Have Been 132 Pro-Confederate Flag Rallies Since The Charleston Shooting,Amanda Terkel,https://www.huffingtonpost.com/entry/confederate-flag-rallies_us_55b7e2f7e4b0074ba5a6947d,And there are more to come.,2015-07-28
1995,POLITICS,Trump Showed Us Who He Was A Long Time Ago,"Nida Khan, ContributorIndependent Journalist, Producer, Multimedia Professional",https://www.huffingtonpost.com/entry/trump-showed-us-who-he-was-a-long-time-ago_us_599329a4e4b0eef7ad2c0180,Why would we seriously expect anything different now?,2017-08-15
1996,POLITICS,Trump's New Campaign Manager Is Gambling It All On The 'Shy Trump Voter' Theory,Jason Linkins,https://www.huffingtonpost.com/entry/kellyanne-conway-shy-trump-voters_us_57bdc917e4b00c67eca110da,"If Kellyanne Conway is right, then Donald Trump doesn't need Kellyanne Conway's help.",2016-08-24
1997,POLITICS,Donald Trump Wins Delaware Republican Presidential Primary,Arthur Delaney,https://www.huffingtonpost.com/entry/donald-trump-delaware-primary_us_571ffad6e4b0f309baef2857,He defeated Ted Cruz and John Kasich ... again.,2016-04-27
1998,CRIME,Kids' Plot To Bomb School With Cinnamon Was Over Bullying: Prosecutors,,https://www.huffingtonpost.com/entry/plot-to-bomb-school-was-allegedly-over-bullying_us_56643997e4b08e945fefd0fe,The 10- and 11-year-olds were allegedly upset about an older friend being bullied.,2015-12-06
1999,POLITICS,State of the Union Address Taking Place Tuesday Evening,Paige Lavender,https://www.huffingtonpost.com/entry/state-of-the-union-address_n_6438206.html,,2015-01-20
2000,POLITICS,California Sues Donald Trump Over Rollback Of Obama-Era Fracking Rule,Chris D'Angelo,https://www.huffingtonpost.com/entry/california-ag-lawsuit-fracking-rule_us_5a68ba2ee4b0dc592a0eb21d,"""The risks of fracking to our health and to our environment are real,"" state Attorney General Xavier Becerra says.",2018-01-24
2001,CRIME,James Holmes Text Messages Sent Before Shooting May Reveal Suspect's State Of Mind,,https://www.huffingtonpost.com/entry/james-holmes-text-message_us_5ba2a8cae4b0c2784da3eac5,"The messages, released Friday upon request by multiple media organizations, were heavily redacted, according to USA Today",2012-09-29
2002,POLITICS,What Ted Cruz Admires Most About President Obama,Christina Wilkie,https://www.huffingtonpost.com/entry/ted-cruz-2016_n_7730438.html,,2015-07-05
2003,CRIME,Man Accused Of Paying Stripper For Lap Dance With Fake $100 Bill,Lee Moran,https://www.huffingtonpost.com/entry/fake-bill-lap-dance-michigan_us_574002d7e4b00e09e89f2c28,Stephen Gidcumb allegedly printed the counterfeit cash at home.,2016-05-21
2004,POLITICS,Judge Orders Trump Administration To Allow Undocumented Teen To Have Abortion,Elise Foley,https://www.huffingtonpost.com/entry/undocumented-teen-abortion-court_us_59e7c73be4b00905bdaeacf0,The Justice Department filed an appeal to the judge's ruling later on Wednesday.,2017-10-18
2005,POLITICS,"GOP Congressional Candidate Will 'End Muslim Immigration,' Fundraising Email Says",Sam Levine,https://www.huffingtonpost.com/entry/karen-handel-immigration_us_58a86899e4b037d17d2852ed,It's a clear echo of Donald Trump's campaign pledge.,2017-02-18
2006,POLITICS,HUFFPOLLSTER: Trump Supporters Say They'll Have His Back In Disagreements With Republicans,Ariel Edwards-Levy and Natalie Jackson,https://www.huffingtonpost.com/entry/huffpollster-trump-supporters-say-theyll-have-his-back-in-disagreements-with-republicans_us_587e1273e4b0d4cc08848292,House Speaker Paul Ryan gets less goodwill from the GOP base.,2017-01-17
2007,CRIME,Robert Saylor's Death Ruled A Homicide: Man With Down Syndrome Died In Police Custody,Simon McCormack,https://www.huffingtonpost.com/entry/robert-saylors-death-homicide-mentally-ill_us_5ba2aec2e4b0c2784da43c92,Frederick County State's Attorney Charlie Smith said his office is reviewing the incident and has not decided whether to,2013-02-18
2008,CRIME,James Holmes Trial: Judge William Sylvester Must Balance Fairness With Public Transparency,"Reuters, Reuters",https://www.huffingtonpost.com/entry/james-holmes-trial-judge-william-sylvester-fair_us_5ba2c146e4b0c2784da5ac93,"""You don't have a presumption of sealing,"" said Jonathan Sherman, an attorney at the law firm Boies, Schiller & Flexner who",2012-08-05
2009,POLITICS,"Now that Kim Davis is in Jail, Let's Re-Think Hobby Lobby","Sanjeev K. Sriram, ContributorHost of ""Dr. America"" on We Act Radio, pediatrician in Washing...",https://www.huffingtonpost.com/entry/now-that-kim-davis-is-in-_b_8091434.html,"In a homophobic political stunt poorly veiled in ""religious beliefs,"" Rowan County, Kentucky clerk Kim Davis denied marriage licenses to LGBT couples despite a federal court order instructing her that the US Supreme Court legalized same-sex marriage nationwide, and she must comply.",2015-09-05
2010,POLITICS,London Mayor Sadiq Khan Reads Hate Tweets He Receives In SXSW Speech,Lee Moran,https://www.huffingtonpost.com/entry/london-mayor-sadiq-khan-reads-hate-tweets-he-receives-in-sxsw-speech_us_5aa7a132e4b087e5aaed87d1,"""We simply must do more to protect people online.""",2018-03-13
2011,CRIME,Police: Driver Stranded In Blizzard Shot And Killed Man Who Tried To Help Him,,https://www.huffingtonpost.comhttp://www.charlotteobserver.com/news/local/crime/article56234845.html,A Claremont man was in the Catawba County Jail on Saturday charged with murder after he allegedly fatally shot a good Samaritan,2016-01-24
2012,POLITICS,Polling Forecast: The Senate Is Leaning Republican,"Mark Blumenthal, Ariel Edwards-Levy, and Natalie Jackson",https://www.huffingtonpost.com/entry/senate-forecast_n_6089424.html,,2014-11-02
2013,POLITICS,"If You Love Bernie Sanders And Puns, You'll Love This Photo",Paige Lavender,https://www.huffingtonpost.com/entry/bernie-sanders-sand-sculpture_us_55f0469fe4b03784e27748af,OMG.,2015-09-09
2014,POLITICS,1890 and 1973: Do We Really Know What Happened At Wounded Knee?,"Mark Tilsen, ContributorPresident and Co-founder of Native American Natural Foods, tan...",https://www.huffingtonpost.com/entry/wounded-knee_b_6117502.html,"My three children are Oglala Lakota. They grew up here on the Pine Ridge Reservation. If they hadn't, maybe they wouldn't have known about the 1890 massacre at Wounded Knee. That's because Wounded Knee, the most famous catastrophe in Native history, is rarely taught in U.S. schools.",2014-11-07
2015,POLITICS,GOP Senator Urges Republicans To Move On From Benghazi,Amanda Terkel,https://www.huffingtonpost.com/entry/jeff-flake-benghazi_n_6207358.html,,2014-11-23
2016,POLITICS,Donald Trump’s Weird Video Briefing Becomes Bonkers New Meme,Lee Moran,https://www.huffingtonpost.com/entry/donald-trump-video-briefing-white-house_us_5a4f3294e4b089e14db9ca52,"""Leaning hard into the 1984 vibe here.""",2018-01-05
2017,POLITICS,"New Poll Shows Donald Trump, Jeb Bush In Dead Heat",,https://www.huffingtonpost.com/entry/donald-trump-jeb-bush-2016_n_7775390.html,,2015-07-11
2018,CRIME,"Defendant Snatches Bailiff's Gun, Kills Himself At Courthouse",,https://www.huffingtonpost.com/entry/defendant-snatches-bailiffs-gun-kills-himself-at-courthouse_us_55de34a0e4b08dc0948660af,Eric Barnett wasn't handcuffed at the time.,2015-08-26
2019,POLITICS,Activists Burn Confederate Flag In Response To South Carolina Shootings,James Gerken,https://www.huffingtonpost.com/entry/activists-burn-confederate-flag_n_7632018.html,,2015-06-21
2020,POLITICS,Ted Cruz's Citizenship Status Challenged In Birther Lawsuit,Nick Visser,https://www.huffingtonpost.com/entry/ted-cruz-birthplace_us_56988b8ee4b0778f46f8ef55,Here we go...,2016-01-15
2021,CRIME,Investigation Underway After Alligators Found Eating Human Body In Canal,Nina Golgowski,https://www.huffingtonpost.com/entry/alligators-found-eating-body_us_574d8a3fe4b0dacf7ad558f5,"""Could it be a homicide, could it be a suicide, could it be natural, a fisherman? We don’t know,"" police said.",2016-05-31
2022,POLITICS,"LA Sheriff's Department Admits Deputy Killed An Unarmed, Innocent Man",Matt Ferner,https://www.huffingtonpost.com/entry/donnell-thompson-shooting_us_57aa64b7e4b0ba7ed23e1a71,"Deputies originally said the man was a suspect in a carjacking, but said this week that he had nothing to do with the crime.",2016-08-10
2023,CRIME,"Amanda Jo Stephen, Jaywalking Suspect, Handcuffed And Thrown To Ground By Cops (RAW VIDEO)",,https://www.huffingtonpost.com/entry/amanda-jo-stephen-jaywalking-thrown-ground-video_us_5ba2b0c4e4b0c2784da460d3,"Stephens continues to struggle, and can be heard screaming and crying, as four officers force her into a police car. Cops",2014-02-22
2024,POLITICS,Donald Trump And Steve Wynn: A Hastily Formed Team Of Rivals With Deeply Questionable Motives,"Robert Creamer, Guest WriterGuest Writer",https://www.huffingtonpost.com/entry/donald-trump-steve-wynn-a-hastily-formed-team-of_us_593a8bd5e4b0b65670e5696e,"As Wynn begins to raise millions for Trump and his GOP puppets in Congress, all Americans should question his and Trump’s motivation for their alliance.",2017-06-09
2025,CRIME,Colorado Survivor Recounts Haunting Moment When Gunman Stared Him In The Eye,Mehreen Kasana,https://www.huffingtonpost.com/entry/tearful-colorado-shooting-survivor-its-not-right_us_565a096de4b079b2818a9058,"""I've never experienced anything like that before.""",2015-11-28
2026,CRIME,Boston Lockdown: Thoughts From a Pakistani-American Muslim,"Azeem Khan, Contributor
I connect dots for a living",https://www.huffingtonpost.com/entry/boston-lockdown_us_5ba2aa4ce4b0c2784da3f744,"The post 9/11 discrimination against Muslims has already started again, and it will only get worse. The only way that we as a country will be able to get over this is by standing together. We are all American.",2013-04-20
2027,POLITICS,The Honor of Senator Joni Ernst,"Andrew Reinbach, ContributorJournalist",https://www.huffingtonpost.com/entry/the-honor-of-senator-joni_b_6622184.html,"Senator Ernst calls herself a combat veteran at every turn -- on her Senate web page, in campaign debates, and in her stump speeches. She can say this because she served in a combat zone. But the unit was never in a firefight, or for that matter attacked at all.",2015-02-06
2028,CRIME,"Armando Torres, Marine, Kidnapped By Armed Men In Mexico: Family",Andres Jauregui,https://www.huffingtonpost.com/entry/armando-torres-marine-kidnapped-mexico_us_5ba2b7aae4b0c2784da4f571,"Citing numbers from Mexico's Federal Police, Mexican newspaper El Universal wrote that 1,093 kidnappings were reported in",2013-05-18
2029,POLITICS,West Point Prof Argued 'Treasonous' Scholars Can Be Treated As The Enemy,Cristian Farias,https://www.huffingtonpost.com/entry/west-point-professor-traitors_us_55e4860be4b0b7a96339aec3,An early draft of his article explicitly suggested the killing of law professors.,2015-09-02
2030,POLITICS,Warm Your Bones With The Ambient Heat Of This Latest Merrick Garland Hot Take,Jason Linkins,https://www.huffingtonpost.com/entry/garland-comey-fbi-director_us_591478cbe4b030d4f1f06bf7,"Swap Obama's lost Supreme Court nominee for the fired James Comey, eh? Hmm.",2017-05-11
2031,CRIME,Tsarnaev's Friends Seek Constitutional Rights,"Martin Zabell, ContributorLongtime writer for major newspapers and businesses",https://www.huffingtonpost.com/entry/tsarnaevs-friends-seek-co_b_5424420.html,"The United States will be riveted on Dzokhar Tsarnaev when he goes on trial on Nov. 3, 2014, for allegedly murdering three people and injuring 264 on April 15, 2013, when he and his brother Tamerlan allegedly placed two bombs near the finish line of that day's Boston Marathon. Legal experts and scholars, though, might conclude that the first Boston Marathon bombing trial is more legally significant.",2014-06-10
2032,POLITICS,West Virginia Lawmakers Consider Nixing Abortion Rights From Constitution,Nina Golgowski,https://www.huffingtonpost.com/entry/west-virginia-constitution-could-lose-abortion-right_us_5a7b0a85e4b0d0ef3c0b6740,An appeals court recently upheld a similar amendment Tennessee passed in 2014.,2018-02-07
2033,POLITICS,CNN's Ana Navarro Says Michelle Wolf's Critics Are Acting Like 'Snowflakes',Mary Papenfuss,https://www.huffingtonpost.com/entry/ana-navarro-calls-wolf-critis-snowflakes_us_5ae661a7e4b04aa23f243ba1,She characterized Wolf’s zings as “publicly calling out” the Trump Administration on “their lies and attacks on the media.”,2018-04-30
2034,POLITICS,"GOP Mayor Leaves Republican Party, In Part Because Of Donald Trump",Marina Fang,https://www.huffingtonpost.com/entry/gop-mayor-leaves-party-donald-trump_us_5766d092e4b0853f8bf13387,"""For the first time in my life, I cannot support the Republican nominee for president.""",2016-06-19
2035,POLITICS,Marjory Stoneman Douglas Students Now Required To Wear Clear Backpacks,Alanna Vagianos,https://www.huffingtonpost.com/entry/marjory-stoneman-douglas-students-now-required-to-wear-clear-backpacks_us_5ab3a144e4b008c9e5f4ae74,"""[Shout out] to America for making my school seem like jail now because legislators don't have common sense gun reform on their agendas.""",2018-03-22
2036,CRIME,Veterinarian Accused Of Shooting Neighbors' Dog In The Head,Hilary Hanson,https://www.huffingtonpost.com/entry/veterinarian-allegedly-shoots-dog_us_5a396509e4b0c65287accc7c,The vet had allegedly sent hostile texts to the owners about the dog's barking.,2017-12-20
2037,CRIME,Criminal Justice - There's an App for That,"Brandon L. Greene, ContributorAttorney at Law",https://www.huffingtonpost.com/entry/criminal-justice-theres-an-app_b_6961736.html,The promise of a second impression is to simplify the job search for people with records and to leverage consumer power to either support progressive employers or put pressure on employers who fail to adopt more progressive hiring policies.,2015-03-31
