S.no,category,headline,authors,link,short_description,date,text,processed_text,text_length
7703,POLITICS,"Bernie Sanders Made Jewish History, Yet No One Seems To Be Kvelling",Sam Stein,https://www.huffingtonpost.com/entry/bernie-sanders-jews-new-hampshire_us_56b3ca98e4b01d80b245adc1,"New Hampshire's Jews -- yes, they exist -- aren't even talking about it.",2016-02-05,"Bernie Sanders Made Jewish History, Yet No One Seems To Be Kvelling New Hampshire's Jews -- yes, they exist -- aren't even talking about it.",bernie sander made jewish history yet one seems kvelling new hampshire jew yes exist even talking,97
7082,POLITICS,Paul Ryan Had The Worst Reaction Possible To The Comey Testimony,Matt Fuller,https://www.huffingtonpost.com/entry/paul-ryan-comey-testimony_us_593970e2e4b0c5a35c9d1118,Did you expect anything less?,2017-06-08,Paul Ryan Had The Worst Reaction Possible To The Comey Testimony Did you expect anything less?,paul ryan worst reaction possible comey testimony expect anything le,68
1804,POLITICS,Lawmaker Running For Jeff Sessions' Old Seat Is Obsessed With 'War On Whites',Laura Barrón-López and Elise Foley,https://www.huffingtonpost.com/entry/mo-brooks-alabama-senate-jeff-sessions_us_591a093de4b0809be1574519,Rep. Mo Brooks is cut from the same anti-immigrant cloth.,2017-05-16,Lawmaker Running For Jeff Sessions' Old Seat Is Obsessed With 'War On Whites' Rep. Mo Brooks is cut from the same anti-immigrant cloth.,lawmaker running jeff session old seat obsessed white mo brook cut cloth,72
1116,POLITICS,NYC's Top Cop Chastises Trump For Fear-Mongering About Muslims,Michael McAuliff,https://www.huffingtonpost.com/entry/nyc-top-cop-chastises-trump-other-fear-mongering-pols_us_5669b7cfe4b009377b241b0b,"""Unnecessary fear is being created,"" said NYPD Commissioner Bill Bratton.",2015-12-10,"NYC's Top Cop Chastises Trump For Fear-Mongering About Muslims ""Unnecessary fear is being created,"" said NYPD Commissioner Bill Bratton.",nyc top cop chastises trump muslim unnecessary fear created said nypd commissioner bill bratton,95
1624,CRIME,Los Angeles Doctor Convicted Of Murder By Over-Prescription,"Steve Gorman, Reuters",https://www.huffingtonpost.com/entry/los-angeles-doctor-murder-conviction-over-prescription_us_563428a2e4b00aa54a4e6309,"LOS ANGELES, Oct 30 (Reuters) - A Los Angeles-area doctor was found guilty on Friday of three counts of murder for over-prescribing",2015-10-31,"Los Angeles Doctor Convicted Of Murder By Over-Prescription LOS ANGELES, Oct 30 (Reuters) - A Los Angeles-area doctor was found guilty on Friday of three counts of murder for over-prescribing",los angeles doctor convicted murder los angeles oct reuters los doctor found guilty friday three count murder,109
3546,POLITICS,"House GOP Response To Gun Sit-In Is ‘Putin-Like,’ Democrat Says",Laura Barrón-López,https://www.huffingtonpost.com/entry/house-gop-rule-gun-violence-protest_us_5865add9e4b0eb586488dd82,"New rules would fine representatives up to $2,500 for breaches of decorum on the House floor.",2016-12-30,"House GOP Response To Gun Sit-In Is ‘Putin-Like,’ Democrat Says New rules would fine representatives up to $2,500 for breaches of decorum on the House floor.",house gop response gun democrat say new rule would fine representative breach decorum house floor,97
6679,POLITICS,Northeast States Talk Big On Climate. This Is Their First Serious Test.,Alexander C. Kaufman,https://www.huffingtonpost.com/entry/emissions-regional-greenhouse-gas-initiative_us_5972566fe4b09e5f6ccf3888,"A nine-state coalition could aggressively cut carbon emissions, but they're split on whether to do so.",2017-07-22,"Northeast States Talk Big On Climate. This Is Their First Serious Test. A nine-state coalition could aggressively cut carbon emissions, but they're split on whether to do so.",northeast state talk big climate first serious test coalition could aggressively cut carbon emission split whether,114
4496,POLITICS,Bernie Sanders Planning 'Major Speech' On Democratic Socialism,,https://www.huffingtonpost.comhttps://www.washingtonpost.com/news/post-politics/wp/2015/10/18/sanders-planning-major-speech-on-democratic-socialism-he-tells-iowa-supporters/,"IOWA CITY, Iowa -- Presidential hopeful Bernie Sanders said Sunday that he is preparing to give a “major speech” on democratic",2015-10-19,"Bernie Sanders Planning 'Major Speech' On Democratic Socialism IOWA CITY, Iowa -- Presidential hopeful Bernie Sanders said Sunday that he is preparing to give a “major speech” on democratic",bernie sander planning speech democratic socialism iowa city iowa presidential hopeful bernie sander said sunday preparing give major speech democratic,151
6548,POLITICS,Mandatory Waiting Periods Are Making Abortions All But Impossible,Dana Liebelson,https://www.huffingtonpost.com/entry/abortion-mandatory-waiting-period_us_576d80bce4b0dbb1bbba7edd,"Longer drives, higher costs, more painful procedures: ""Do people think it's not hard enough as it is?""",2016-06-24,"Mandatory Waiting Periods Are Making Abortions All But Impossible Longer drives, higher costs, more painful procedures: ""Do people think it's not hard enough as it is?""",mandatory waiting period making abortion impossible longer drive higher cost painful procedure people think hard enough,119
2102,POLITICS,Searching For Meaning In These Tumultuous Times,"Michael A. Whitehouse, ContributorWriter, Producer, Promoter of Worthwhile Causes, covering econ...",https://www.huffingtonpost.com/entry/searching-for-meaning-in-these-tumultuous-times_us_58ebf0cde4b081da6ad006cc,Dalai Lama and Carl Jung Shed Light On Coping and Understanding the Other Side “There must be some kind a way out of here,2017-04-10,Searching For Meaning In These Tumultuous Times Dalai Lama and Carl Jung Shed Light On Coping and Understanding the Other Side “There must be some kind a way out of here,searching meaning tumultuous time dalai lama carl jung shed light coping understanding side must kind way,105
3810,CRIME,San Diego Debuts Mouth Swabs To Help Detect Drivers With Pot In Their System,Mary Papenfuss,https://www.huffingtonpost.com/entry/mouth-swab-marijuana_us_58ce0c7ce4b0be71dcf55bc6,But authorities haven't defined what level of drugs is over the line.,2017-03-19,San Diego Debuts Mouth Swabs To Help Detect Drivers With Pot In Their System But authorities haven't defined what level of drugs is over the line.,san diego debut mouth swab help detect driver pot system authority defined level drug line,90
4704,POLITICS,"Congress Won't Act On Guns, But It Might Help Mental Health",Jonathan Cohn,https://www.huffingtonpost.com/entry/guns-mental-health_us_56414741e4b0307f2caec1d3,Two bills to improve psychiatric care are moving through Congress.,2015-11-11,"Congress Won't Act On Guns, But It Might Help Mental Health Two bills to improve psychiatric care are moving through Congress.",congress wo act gun might help mental health two bill improve psychiatric care moving congress,94
5445,CRIME,WATCH: Missing Boy Reunited With Mom After Being Discovered Behind 'False Wall',,https://www.huffingtonpost.com/entry/false-wall_n_6242010.html,,2014-11-30,WATCH: Missing Boy Reunited With Mom After Being Discovered Behind 'False Wall' ,watch missing boy reunited mom discovered behind wall,53
3114,POLITICS,Brock Turner Juror Skewers 'Lenient' Judge Aaron Persky In Letter: 'Shame On You',Dominique Mosbergen,https://www.huffingtonpost.com/entry/juror-brock-turner-aaron-persky_us_575fb31de4b0e4fe51439b00,“Justice has not been served in this case.”,2016-06-14,Brock Turner Juror Skewers 'Lenient' Judge Aaron Persky In Letter: 'Shame On You' “Justice has not been served in this case.”,brock turner juror skewer judge aaron persky letter justice served case,71
5327,CRIME,Ex-TV Reporters Charged After Their Baby Tests Positive For Cocaine,Nina Golgowski,https://www.huffingtonpost.com/entry/reporters-baby-ingested-cocaine-cops-say_us_5773c0e5e4b0eb90355ce26e,"Somchai Lisaius, 42, and Krystin Sorich Lisaius, 26, face felony drug and child abuse charges.",2016-06-29,"Ex-TV Reporters Charged After Their Baby Tests Positive For Cocaine Somchai Lisaius, 42, and Krystin Sorich Lisaius, 26, face felony drug and child abuse charges.",reporter charged baby test positive cocaine somchai lisaius krystin sorich lisaius face felony drug child abuse charge,118
3972,CRIME,"Gemere Amara, Seattle Grocer, Scares Off Armed Robber With Piece Of Wood (VIDEO)",Cavan Sieczkowski,https://www.huffingtonpost.com/entry/gemere-amara-seattle-groc_us_5ba29debe4b0c2784da38a93,"""We always say, do what you have to do to get out of a situation to make yourself safe,"" Renee Witt of the Seattle Police",2012-08-04,"Gemere Amara, Seattle Grocer, Scares Off Armed Robber With Piece Of Wood (VIDEO) ""We always say, do what you have to do to get out of a situation to make yourself safe,"" Renee Witt of the Seattle Police",gemere amara seattle grocer scare armed robber piece wood video always say get situation make safe renee witt seattle police,124
1572,POLITICS,Donald Trump's Own Website Contradicts His D.C. Hotel Brag,Sam Levine,https://www.huffingtonpost.com/entry/donald-trump-dc-hotel_us_574716bee4b0dacf7ad4213a,"Come on, Donald.",2016-05-26,"Donald Trump's Own Website Contradicts His D.C. Hotel Brag Come on, Donald.",donald trump website contradicts hotel brag come donald,55
5185,POLITICS,All's Not Quiet On The Democratic Front: Why Occupy Wall Street Still Matters Today,"Marni Halasa, Contributoris the founder of Revolution Is Sexy, a one-stop service for c...",https://www.huffingtonpost.com/entry/occupy-wall-street_b_5838008.html,"On the third anniversary of Occupy Wall Street, don't be so sure that that the ranting and raving about income inequality, fracking and student debt is dead.",2014-09-17,"All's Not Quiet On The Democratic Front: Why Occupy Wall Street Still Matters Today On the third anniversary of Occupy Wall Street, don't be so sure that that the ranting and raving about income inequality, fracking and student debt is dead.",quiet democratic front occupy wall street still matter today third anniversary occupy wall street sure ranting raving income inequality fracking student debt dead,162
4118,POLITICS,Watch This Democratic Senator Lecture Neil Gorsuch On Republican Power Grabs,Cristian Farias,https://www.huffingtonpost.com/entry/sheldon-whitehouse-neil-gorsuch_us_58d10bffe4b0be71dcf7bb44,This is exactly what progressives and liberals expect during the Supreme Court fight.,2017-03-21,Watch This Democratic Senator Lecture Neil Gorsuch On Republican Power Grabs This is exactly what progressives and liberals expect during the Supreme Court fight.,watch democratic senator lecture neil gorsuch republican power grab exactly progressive liberal expect supreme court fight,122
846,CRIME,5 Ways the IRS Scammers Could Have Stolen All Those Tax Returns,"Adam Levin, ContributorAuthor of Swiped. Former Director New Jersey Division of Consu...",https://www.huffingtonpost.com/entry/5-ways-the-irs-scammers-c_b_7506954.html,"Whether data compromises give rise to breaking news stories or pounding headaches, anything less than a zero-tolerance attitude toward identity-related crimes won't get us to the place we need to be.",2015-06-04,"5 Ways the IRS Scammers Could Have Stolen All Those Tax Returns Whether data compromises give rise to breaking news stories or pounding headaches, anything less than a zero-tolerance attitude toward identity-related crimes won't get us to the place we need to be.",way irs scammer could stolen tax return whether data compromise give rise breaking news story pounding headache anything le attitude toward crime wo get u place need,165
